-8.16478 1.26823
-7.9866 1.45223
-6.89303 -2.4837
-7.09906 -2.37021
-6.98707 -1.66089
-6.72864 0.026745
-7.14754 0.307725
-7.30779 0.163227
-7.47998 -0.0422983
-6.96024 1.87521
-7.06236 2.43184
-6.76147 2.13998
-7.0599 2.38008
-6.60663 1.85036
-5.54975 -2.57987
-5.714 -3.19254
-6.22377 -2.94356
-6.37392 -1.00456
-6.26774 -0.915511
-5.70653 -1.3359
-5.97844 -1.32379
-6.3651 1.02021
-6.03858 1.31968
-6.34219 1.49999
-5.5022 0.554058
-5.57693 1.09389
-5.94751 1.07943
-5.96919 1.25729
-5.7522 1.33324
-5.66999 3.38895
-5.87052 2.72914
-6.26857 2.57416
-5.95389 3.21927
-4.65232 -4.06549
-4.82452 -4.01705
-4.87818 -4.45914
-5.31538 -3.89089
-4.75956 -4.29779
-4.96756 -4.41236
-5.38872 -4.1384
-4.72423 -4.21162
-4.67261 -4.16852
-4.81421 -4.11617
-4.70634 -1.95196
-5.22609 -1.63542
-5.31958 -1.81582
-5.27803 -2.00147
-5.17519 -1.5681
-5.10567 -1.84117
-5.42745 -2.39215
-5.16861 -2.40885
-4.84125 -1.73822
-4.94244 -0.0738006
-5.17399 0.22936
-4.60244 -0.363925
-5.38533 0.365535
-5.02611 0.365181
-4.84288 0.309095
-5.04228 0.280868
-4.91036 0.0786348
-5.19571 0.388723
-4.67019 -0.42991
-5.01827 -0.274509
-4.62172 -0.155749
-5.24253 0.278257
-5.27899 -0.301979
-5.09881 1.81566
-4.9446 1.51458
-4.76259 1.76044
-4.85411 1.506
-4.78113 2.3019
-5.43644 2.18572
-5.49429 1.80524
-5.15865 2.16734
-4.61499 1.68626
-5.10548 4.20607
-4.57342 4.05144
-4.62569 4.08916
-4.89562 3.97056
-3.92098 -5.46704
-4.01019 -4.98965
-4.08692 -5.25297
-4.42574 -4.85923
-3.86976 -4.57649
-3.96326 -5.28086
-4.04196 -4.71978
-3.73839 -4.5365
-4.02204 -5.13989
-3.89346 -4.63457
-3.85348 -2.90731
-3.93913 -2.93638
-4.49093 -2.57631
-4.05202 -3.01228
-4.20711 -2.6178
-3.55336 -3.37767
-4.21772 -3.33283
-4.37333 -3.27245
-4.38001 -3.03815
-3.88577 -3.42944
-4.25593 -2.58761
-4.06816 -2.6861
-3.97645 -3.29905
-3.61066 -2.85329
-3.74752 -3.20207
-4.39855 -3.34272
-3.61045 -2.5545
-3.91299 -3.33116
-4.23583 -0.866415
-4.29429 -0.977371
-3.79681 -1.16711
-3.81643 -1.48382
-3.83204 -0.97317
-4.42676 -0.985618
-4.14006 -1.45608
-3.79174 -0.679854
-4.30902 -1.01635
-4.25514 -0.788645
-4.02405 -0.742718
-3.71236 -0.553565
-3.69026 -1.40496
-3.56229 -0.739138
-3.80754 -1.04349
-3.89951 0.629976
-3.84012 0.614459
-3.83167 1.02888
-4.46174 1.01494
-4.19175 0.933758
-4.03805 0.584185
-4.45282 1.02707
-4.112 1.09619
-3.71076 0.874201
-3.74405 1.09971
-3.72259 1.34428
-4.39442 1.38843
-4.30028 2.78774
-3.99309 3.27846
-3.93899 3.14452
-3.90959 3.11758
-4.42325 3.38001
-4.05696 2.87871
-3.63056 3.1076
-4.10576 2.77219
-4.27558 2.74607
-3.75056 2.98016
-4.20683 2.68458
-3.69138 3.15049
-3.54028 3.27506
-3.5058 3.03611
-3.66201 2.65471
-3.96749 2.95724
-4.23132 4.69163
-3.84691 4.71915
-4.44953 4.59432
-4.31986 4.85925
-4.07345 4.60339
-3.63091 4.65932
-4.47949 4.55307
-4.08086 4.6838
-4.03851 4.90898
-3.69677 5.17256
-3.56915 5.41685
-3.5786 5.42868
-4.31175 4.78719
-3.77818 4.85051
-2.50396 -6.13627
-2.69898 -6.20894
-2.8019 -5.61049
-2.8608 -6.35177
-2.95228 -6.3448
-3.04732 -5.63922
-3.31231 -6.25283
-2.88451 -5.98261
-2.84993 -5.88053
-2.82468 -5.77602
-3.17482 -6.16598
-3.47542 -6.36189
-3.48684 -6.35505
-3.27536 -5.95826
-3.08283 -5.76053
-3.28526 -6.222
-2.91346 -5.62407
-2.86334 -5.75982
-2.54911 -6.17625
-2.7947 -4.26743
-3.33276 -3.7241
-3.25204 -4.30644
-2.82184 -3.56035
-2.85436 -4.34586
-3.1184 -3.63268
-3.49995 -4.34507
-3.46496 -3.85245
-3.06526 -4.18596
-2.51405 -4.25352
-2.915 -4.43954
-2.73088 -4.35553
-3.46448 -4.34245
-3.12013 -3.56104
-2.57468 -3.93192
-3.38779 -4.1759
-2.94136 -1.69987
-2.79643 -2.27932
-2.53079 -2.20363
-3.13909 -1.76021
-2.7631 -2.49779
-3.36645 -1.572
-2.75106 -2.05477
-3.46569 -1.72534
-3.07039 -2.47929
-2.78249 -2.10008
-3.07523 -1.98706
-2.55692 -2.4134
-2.57371 0.474499
-3.28688 0.292566
-3.46993 -0.0675484
-3.37603 -0.453635
-3.02054 -0.109711
-3.01454 -0.283543
-3.45226 0.321842
-3.17069 0.499241
-2.9213 -0.00616867
-3.35678 -0.380416
-2.53691 -0.235447
-2.95239 0.446811
-2.70701 -0.0533554
-3.4843 0.109179
-3.11957 0.24113
-2.52931 0.178878
-3.01155 0.272706
-2.655 0.125596
-3.21686 0.409529
-3.39066 2.19774
-3.48825 2.08005
-2.85881 1.54685
-2.66495 1.96272
-3.01626 1.5808
-3.23076 1.82198
-2.98861 2.24406
-3.11824 2.17835
-3.35012 2.30632
-3.40963 1.7148
-2.59661 1.66013
-2.63708 2.45207
-3.06206 2.3806
-2.63785 1.75658
-2.58052 2.19934
-2.66778 2.15042
-3.38187 2.34795
-3.34141 1.66469
-3.18181 1.81665
-2.90404 3.66588
-3.05288 4.24262
-2.51802 3.54499
-3.07169 4.40454
-3.15271 3.96077
-2.88406 3.53501
-2.56935 3.59249
-3.3558 3.58961
-3.2827 3.77147
-3.16027 4.0513
-2.53736 4.38454
-3.20881 4.07308
-2.94608 3.90354
-3.21492 4.02997
-2.86295 5.99577
-3.03829 5.80493
-3.24492 6.07655
-3.3669 6.36385
-2.85449 6.41899
-3.24206 5.94902
-2.81142 5.69609
-3.45564 5.85182
-3.48248 5.70419
-2.75621 6.02675
-3.43566 5.99541
-2.93218 6.43087
-3.38273 5.66135
-3.39139 5.95616
-2.70153 6.17202
-2.40508 -6.50186
-2.07411 -6.52895
-2.48107 -7.43824
-2.23165 -7.33743
-1.87831 -6.53575
-2.05416 -6.84749
-1.71737 -6.99223
-2.45053 -7.25593
-2.20601 -7.47465
-2.38957 -6.54198
-2.09872 -6.6591
-2.29395 -6.53412
-1.57952 -7.25906
-2.25257 -6.98036
-2.31911 -7.07358
-2.44813 -6.6229
-1.71227 -6.75031
-1.6167 -6.82673
-2.40593 -7.45147
-1.8152 -7.41743
-2.46782 -7.05014
-2.48101 -4.8739
-1.75585 -4.78391
-2.38541 -4.90511
-1.89261 -5.49388
-2.20231 -5.38078
-1.71659 -5.18312
-1.75692 -4.72959
-2.19973 -5.39732
-2.29721 -4.86566
-1.69929 -5.37026
-2.4715 -5.39757
-2.00185 -4.65959
-1.59465 -5.43006
-1.90122 -4.91913
-1.94153 -4.97394
-1.78577 -4.70032
-1.58974 -4.81049
-2.3106 -4.8294
-1.86627 -5.35992
-2.34374 -5.33887
-2.22213 -5.09233
-1.68484 -4.84346
-1.70659 -5.33538
-1.87053 -4.93596
-2.26351 -2.74997
-1.88514 -2.9327
-1.63153 -2.78117
-1.93806 -2.80792
-2.28497 -3.33089
-1.53069 -2.8004
-2.18245 -3.39849
-2.27778 -2.74703
-1.90948 -3.15404
-1.95464 -3.28691
-2.19002 -2.71959
-1.58228 -3.06689
-2.4552 -2.87181
-2.07025 -3.25073
-1.73494 -3.1491
-1.65297 -3.21153
-2.12559 -3.02268
-1.95775 -2.5991
-2.39895 -3.10574
-2.07464 -3.26363
-2.06233 -1.07622
-1.84061 -1.36117
-2.38679 -0.560879
-2.21981 -0.812234
-2.34139 -0.800216
-2.02363 -1.26393
-1.9838 -1.29915
-2.20215 -0.82425
-2.26347 -0.834178
-1.55439 -1.10821
-2.182 -1.20238
-2.03797 -1.2516
-1.52307 -0.595029
-1.54673 -0.593836
-1.86601 -1.17914
-2.11699 -1.14705
-2.42618 -1.0452
-2.19444 -0.915478
-1.81569 -1.24605
-2.42549 -1.44354
-2.15029 -0.988071
-1.75527 1.0382
-2.06677 0.982107
-2.1884 1.35933
-1.5047 1.40366
-1.52025 1.43783
-2.33634 0.929714
-2.21745 0.575401
-2.10438 1.3477
-2.45455 1.21232
-1.63301 0.790799
-2.40466 1.319
-1.61325 0.781401
-2.28436 1.49277
-2.35259 1.16053
-2.33039 1.26297
-1.9401 1.383
-2.22566 0.633637
-1.55654 0.98283
-2.47124 0.982426
-2.27566 0.902864
-2.47272 0.86718
-1.53748 3.11128
-2.38595 3.3129
-1.60138 2.76092
-1.87799 2.65624
-2.41187 2.88166
-1.80908 3.05762
-1.64622 3.02327
-2.33407 3.35928
-2.02083 2.52217
-2.41222 2.86469
-2.15654 3.2983
-2.44647 2.9436
-1.63202 2.58662
-1.82071 2.56359
-2.16157 2.67138
-1.68335 2.78171
-1.99157 2.64808
-1.77344 2.5598
-1.70524 2.73505
-1.53093 2.78432
-2.10605 3.36713
-1.57819 3.49175
-2.022 2.96111
-2.35777 2.73295
-2.02749 2.77619
-1.5564 3.02259
-2.115 2.96539
-2.46415 3.42659
-2.16808 2.87556
-2.19004 3.15379
-1.66868 5.04924
-2.04966 5.03955
-1.61848 4.59376
-2.23144 4.63854
-1.53789 5.06171
-2.27846 5.07493
-2.27462 4.51505
-2.01917 5.43945
-2.13021 5.09033
-2.16429 4.73545
-1.5256 4.54341
-2.00382 5.26022
-2.41642 4.53096
-2.32157 4.60752
-2.27313 5.46773
-1.80501 5.23196
-2.29962 5.07326
-1.60056 4.72125
-2.00004 5.24468
-2.4132 4.96182
-2.04994 5.44172
-1.70266 5.40007
-1.72185 5.49355
-1.51962 4.70767
-1.97755 5.31944
-1.51241 5.07801
-1.60031 5.22566
-2.48612 7.12221
-2.21412 6.55121
-1.79756 6.84235
-2.02068 6.90796
-1.92279 7.14339
-1.91066 6.55467
-1.52894 7.05069
-1.59778 6.77761
-1.96597 7.08042
-2.44639 7.16309
-1.91048 7.27436
-2.25558 7.08036
-1.7487 6.97794
-1.89778 7.43154
-1.82923 7.20535
-2.35638 7.08629
-1.8401 7.16339
-2.21668 6.55097
-1.93645 7.11696
-1.6942 7.40545
-2.36078 6.50386
-1.87116 7.08523
-1.91587 7.43072
-2.48159 6.60205
-1.68335 7.41268
-1.18428 -7.65669
-0.743154 -7.68799
-0.847232 -7.9221
-1.19771 -7.78205
-0.900881 -7.60928
-0.977925 -8.09514
-1.36019 -8.25435
-0.99147 -7.59342
-0.612252 -7.5759
-1.47433 -8.44402
-0.640314 -8.32906
-0.734113 -8.36835
-1.36429 -7.9991
-1.41571 -7.55179
-0.914154 -8.41274
-0.882613 -8.05497
-0.693562 -8.2125
-0.969048 -8.14056
-1.1397 -7.78878
-1.36916 -7.79424
-0.807458 -8.22787
-0.525963 -7.93759
-1.47096 -8.45966
-1.0696 -7.8099
-1.35705 -7.99375
-1.26349 -8.3333
-1.04486 -7.52501
-1.05726 -7.86923
-1.45618 -8.42628
-0.884158 -8.36078
-0.979549 -5.77241
-0.978614 -6.36303
-1.33975 -5.81043
-0.782953 -6.22407
-1.23446 -5.56669
-1.09568 -5.91037
-1.03549 -6.0279
-1.27954 -5.5258
-0.797359 -6.19203
-1.05565 -6.00403
-1.05679 -5.88995
-1.41244 -5.5621
-1.36413 -5.87238
-1.08935 -5.74103
-1.11011 -6.20034
-0.553539 -5.63798
-1.40015 -6.36667
-0.911154 -5.60299
-0.523592 -6.08339
-0.537875 -5.95195
-0.776481 -5.96344
